,run_0,run_1,run_2,run_3,run_4
0,0.0,0.0,0.0,0.0,0.0
10000,0.0,0.0,0.0,0.0,0.0
20000,0.0,0.0,0.976269543170929,0.0,0.0
30000,0.976269543170929,0.0,0.976269543170929,0.0,0.0
40000,0.976269543170929,0.0,0.976269543170929,0.0,0.0
50000,0.976269543170929,0.975390613079071,0.976269543170929,0.0,0.976269543170929
60000,0.975390613079071,0.975390613079071,0.976269543170929,0.9736328125,0.976269543170929
70000,0.975390613079071,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929
80000,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929
90000,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929
100000,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071,0.0
110000,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929
120000,0.976269543170929,0.0,0.976269543170929,0.975390613079071,0.976269543170929
130000,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929
140000,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929
150000,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929
160000,0.976269543170929,0.975390613079071,0.976269543170929,0.0,0.976269543170929
170000,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929
180000,0.976269543170929,0.975390613079071,0.976269543170929,0.9736328125,0.976269543170929
190000,0.976269543170929,0.0,0.0,0.975390613079071,0.976269543170929
200000,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929
210000,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929
220000,0.976269543170929,0.9736328125,0.976269543170929,0.975390613079071,0.976269543170929
230000,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929
240000,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929
250000,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929
260000,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929
270000,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929
280000,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929
290000,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929
