,run_0,run_1,run_2,run_3,run_4
0,0.0,0.0,0.0,0.0,0.0
10000,0.0,0.0,0.0,0.0,0.0
20000,0.0,0.0,0.0,0.0,0.0
30000,0.0,0.0,0.0,0.0,0.975390613079071
40000,0.0,0.976269543170929,0.0,0.0,0.0
50000,0.9736328125,0.0,0.0,0.976269543170929,0.975390613079071
60000,0.9736328125,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071
70000,0.9736328125,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071
80000,0.975390613079071,0.0,0.975390613079071,0.976269543170929,0.975390613079071
90000,0.975390613079071,0.976269543170929,0.975390613079071,0.0,0.975390613079071
100000,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071
110000,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071
120000,0.0,0.976269543170929,0.975390613079071,0.976269543170929,0.0
130000,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071
140000,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071
150000,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071
160000,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071
170000,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071
180000,0.975390613079071,0.976269543170929,0.975390613079071,0.0,0.975390613079071
190000,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071
200000,0.975390613079071,0.976269543170929,0.0,0.976269543170929,0.975390613079071
210000,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071
220000,0.975390613079071,0.976269543170929,0.9736328125,0.0,0.975390613079071
230000,0.0,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071
240000,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071
250000,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071
260000,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071
270000,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071
280000,0.975390613079071,0.0,0.975390613079071,0.976269543170929,0.975390613079071
290000,0.975390613079071,0.976269543170929,0.975390613079071,0.976269543170929,0.975390613079071
